Zona,Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,35.766,35.767,11.0957,23.7765,31.702,141.8665,165.1146
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,MIXTOS,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2.829,2.833,,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,49.065,49.061,19.0206,61.2886,50.7216,217.6802,249.3812
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,35.942,35.943,26.1536,42.7968,23.776,167.6208,140.2784
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,23.225,23.228,,,39.0979,,117.2937
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,14.2659,34.8722,-1.8493,143.9799,75.8206
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA SIN AZÚCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA SIN AZÚCAR FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,,,,0,,6.7804,0
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,51.068,51.058,16.9072,57.0618,76.0824,240.9276,250.9662
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,51.554,51.555,9.5104,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,,,,,,-6.7804,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,18.853,18.853,12.6804,27.4742,21.134,114.1236,95.103
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,36.544,36.536,21.134,74.4973,59.1753,241.4559,270.5155
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,2.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.5 LTS. NO RETORNABLE,ABRIL,3.02,3.02,,2.6418,0,10.1269,5.2836
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,32.906,32.905,,,56.0051,,177.5256
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,26.9467,52.3083,-6.0762,235.3874,114.3914
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,20.685,20.686,35.664,49.9296,126.0128,263.9136,385.1712
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,329.7008,401.0303,,1711.908,713.295
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,0,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3.581,3.58,4.2268,4.2268,2.1134,10.567,8.4536
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,64.347,64.346,,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,69.7444,90.3507,,356.6475,217.1587
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PAPA JOHNS,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,347.1369,,347.1369,1580.3447
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,PAPA JOHNS,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,356.6475,,356.6475,830.5924
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS OP4,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,,,,19.0206,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS OP4,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,5.268,5.272,,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS OP4,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3.105,3.111,,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS OP4,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,2.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.5 LTS. NO RETORNABLE,ABRIL,2.32,2.32,,,5.2836,10.5672,7.9254
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS OP2,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,17.4361,19.0212,,93.5209,49.1381
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS OP2,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,69.554,69.551,,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS OP2,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,23.7765,20.6063,,103.0315,60.2338
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS OP1,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.524,0.524,,,,,6.3404
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS OP1,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,,,,42.7977
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS OP1,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2.368,2.367,,,4.2268,,23.2474
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS OP1,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,,,,33.2871
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS I&N 2,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,39.6275,9.5106,,49.1381,39.6275
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS I&N 2,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,6.3402,,,19.0206,14.7939
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS I&N 2,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,2.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.5 LTS. NO RETORNABLE,ABRIL,,,13.209,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS I&N,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4.235,4.237,6.3404,,6.3404,7.9255,20.6063
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS I&N,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,25.202,25.202,,48.6082,27.4742,105.67,76.0824
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS I&N,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,6.06,6.059,7.1328,4.7552,7.1328,9.5104,11.888
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS I&N,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,4.971,4.972,,4.2268,,6.3402,6.3402
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS I&N,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,,,7.1328,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS I&N,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,53.052,53.052,,54.9484,42.2681,139.4844,124.6908
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS I&N,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,2.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.5 LTS. NO RETORNABLE,ABRIL,,,7.9254,5.2836,5.2836,13.209,5.2836
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS I&N,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,6.3404,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,SPRITE SIN AZÚCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,SPRITE SIN AZÚCAR FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,,,3.6984,,,3.6984,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,8.845,8.842,3.1702,12.6808,3.1702,60.2338,38.0424
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,MIXTOS,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.716,0.713,,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,17.605,17.607,16.9072,29.5876,14.7938,114.1236,107.7834
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,8.546,8.547,11.0955,19.0208,78.4608,52.3072,116.5024
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,7.9255,14.2659,,91.9358,274.2223
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,FANTA SIN AZÚCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA SIN AZÚCAR FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,,,,,,5.5476,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,5.291,5.294,4.2268,6.3402,10.567,80.3092,33.8144
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,6.609,6.608,,,4.7552,4.7552,21.3984
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,,,3.6984,,,3.6984,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2.931,2.93,4.2268,4.2268,4.2268,16.9072,25.3608
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,9.249,9.252,10.567,14.7938,,78.1958,25.3608
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,2.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.5 LTS. NO RETORNABLE,ABRIL,8.876,8.878,15.8508,7.9254,15.8508,36.9852,71.3286
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0.888,0.886,,,,,6.3402
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,9.5106,28.5318,,118.8825,99.8613
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,9.5106,,,3.1702,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,,0,,0,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,,,0,,732.3008,,865.4464
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,2602.9984,3135.3278,52.3083,13829.9975,5709.5302
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,107.099,107.095,,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,2.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.5 LTS. NO RETORNABLE,ABRIL,,,0,,-23.7762,,13.209
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,654.6463,703.7844,15.851,2941.9456,1469.3877
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2.75,2.749,16.9072,4.2268,4.2268,14.7938,8.4536
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,0.498,0.492,,9.5104,11.888,30.9088,42.7968
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.155,0.149,19.0206,,,2.1134,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,2.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.5 LTS. NO RETORNABLE,ABRIL,,,,2.6418,7.9254,10.5672,13.209
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,4.7553,,11.0957,7.9255
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.581,0.578,,1.5851,3.1702,1.5851,7.9255
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,22.1914,,74.4997,12.6808
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.95,0.949,,2.1134,4.2268,10.567,14.7938
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,7.803,7.804,,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,9.5106,,31.702,11.0957
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,KFC,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,,,,,84.536
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,KFC,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,142.659,290.0733,,908.2623,267.8819
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,KFC,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,,,,,2.3776,,11.888
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,KFC,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,,,,,42.268
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,KFC,CUENTAS CLAVES,MODERNO,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,82.4252,144.2441,,481.8704,118.8825
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,INDELFI,CUENTAS CLAVES,MODERNO,SPRITE SIN AZÚCAR,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,SPRITE SIN AZÚCAR FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,,,,,,1.8492,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,INDELFI,CUENTAS CLAVES,MODERNO,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,25.97,25.971,20.6063,31.702,61.8189,114.1272,175.1536
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,INDELFI,CUENTAS CLAVES,MODERNO,MIXTOS,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1.06,1.065,,,,,
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,INDELFI,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,28.732,28.726,25.3608,52.835,57.0618,162.7318,174.8838
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,INDELFI,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,20.072,20.072,16.6432,49.9296,54.6848,99.8592,121.2576
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,INDELFI,CUENTAS CLAVES,MODERNO,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,23.7765,34.8722,,117.2974,68.1593
REGION NORTE,REGION MODERNO,CUENTAS CLAVES,INDELFI,CUENTAS CLAVES,MODERNO,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,11.479,11.479,10.567,19.0206,29.5876,48.6082,62.8736
