Zona,Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1727.156,1727.16,3586.2133,481.464,4041.92,3232.3472,8768.5888
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,10.43,10.43,51.7783,4.2268,2.1134,9.5103,11.6237
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,34.8722,1.585,1.5851,1.585,4.7553
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VERTICAL,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,91.224,91.222,71.8556,78.1958,76.0824,340.2574,259.9483
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VERTICAL,VERTICAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,233.011,233.009,193.7744,409.7397,519.5056,1925.4597,1097.2624
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VERTICAL,VERTICAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,544.296,544.301,541.0304,565.3345,441.7006,1267.5117,1217.3184
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3.414,3.414,7.3969,6.3402,10.567,16.9072,16.9072
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,628.074,628.075,1302.9248,272.2352,1317.1903,1589.4256,3155.0751
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1.678,1.686,2.1134,4.2268,3.1701,9.5103,6.3402
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,4.7553,1.585,,1.585,1.5851
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,63.201,63.209,91.9329,76.0824,82.951,358.2213,229.8325
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,10977.281,10977.267,9502.87174,11961.7056,9332.476,42997.7073,33579.6273
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,82.2,82.196,89.8184,104.7882,92.4602,390.6216,322.8178
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,38.235,38.235,114.919,73.7059,29.3239,347.1333,153.7529
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,316.596,316.591,441.1723,473.4016,276.8554,1754.1221,1156.0298
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1341.552,1341.544,587.2672,1681.756,548.0371,6930.706,2906.6171
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,TRADICIONAL,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1432.798,1432.808,1728.763,1011.2619,874.9476,3616.0279,2745.8351
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,46.91,46.911,94.0463,57.0618,58.6469,231.9457,188.621
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,4290.072,4290.061,3139.6207,4499.608,4595.9033,16959.4206,15463.1212
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,68.955,68.961,74.4962,92.1079,82.9499,339.1959,279.493
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,23.477,23.469,34.8717,33.2864,8.7179,135.5237,71.3285
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,65.341,65.344,74.4982,70.1392,67.7616,335.2416,276.9904
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,,,,,,2.6417,
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,4.2268,,,,
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,6.333,6.332,15.4544,7.1328,9.5104,72.5168,43.9856
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,8.4536,,,2.1134,2.1134
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,38.04,38.036,45.967,32.0976,49.1371,175.15,172.7723
REGION SUR,REGION SUR,Sub. Puno,50 EMBID ILAVE,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,,,,,,3.6984,
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,11.735,11.737,12.6804,2.1134,,29.5876,21.134
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,184.412,184.412,89.16,54.6848,357.8288,297.2,828.1973
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,8.654,8.652,5.2835,8.9819,3.1701,32.7576,19.5489
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,9.5106,4.7553,1.5851,15.851,3.1702
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1.441,1.44,,3.1701,1.0567,38.0412,11.6237
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,52.604,52.604,8.3216,24.9648,4.7552,85.5936,63.0064
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VTA AL PASO + OTROS,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,8.4536,11.6238,3.1701,35.928,13.7371
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,,,1.0567,3.1701,2.1134
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,25.959,25.96,14.2656,19.0208,61.4216,85.5936,135.9197
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1.442,1.445,3.1701,5.8118,3.1701,14.7937,6.8685
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,1.5851,,3.1702,
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,86.686,86.685,443.814,300.1028,12.6805,1214.6767,489.2564
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,837.51,837.508,4431.84639,4593.5232,45.1744,21631.4048,3221.2518
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,96.207,96.21,72.9123,59.1752,159.5617,357.1646,426.9068
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3.093,3.093,4.7553,12.6808,3.1702,58.6487,18.2286
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VERTICAL,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,74.129,74.122,65.5154,95.103,26.9459,608.6592,191.2628
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VERTICAL,VERTICAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,43.451,43.452,64.1952,1400.4063,97.4816,5251.7214,344.3557
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VERTICAL,VERTICAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,228.014,228.02,124.6906,192.3194,97.2164,661.4942,424.2651
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,8.389,8.388,,6.3402,0.5284,23.2474,28.0026
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,191.729,191.732,194.9632,456.1029,20.6059,2208.3941,441.0448
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1.604,1.602,12.6804,7.3969,7.3969,40.1546,20.2534
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,VERTICAL,VERTICAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,3.1702,1.0567,3.1702,1.0567
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,264.087,264.063,125.7473,214.5101,596.5124,916.159,1490.4871
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,6011.515,6011.512,1443.2033,688.3152,6203.1584,2797.2465,20873.3448
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,100.22,100.226,162.2033,174.1791,57.0616,616.4073,233.0015
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,TRADICIONAL,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,16.224,16.222,83.2177,45.9676,38.0423,215.837,110.1643
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,125.295,125.303,166.9586,138.4277,78.1958,684.7416,373.0151
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,516.132,516.129,222.3056,188.6229,259.1584,783.4193,1539.4961
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,TRADICIONAL,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,691.736,691.73,730.1814,317.0101,490.3088,1394.8449,1242.1511
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,33.745,33.737,30.6443,21.134,40.1546,80.8376,124.1623
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,627.891,627.902,498.1072,337.6192,1044.1631,1515.72,3173.7
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,38.704,38.701,52.4826,38.0409,29.059,156.5668,94.2218
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,TRADICIONAL,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,9.734,9.735,10.3031,16.1149,12.6808,57.8553,31.702
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,4.2268,2.1134,4.2268,13.7371,6.3402
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,48.678,48.679,20.2096,77.272,70.1392,677.616,241.3264
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1.442,1.445,1.0567,3.6984,,22.7189,6.3402
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,COMER Y BEBER,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,1.5851,0.7925,,6.3403,
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,5.76,5.76,10.567,,,23.2474,4.2268
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,12.277,12.275,7.1328,13.0768,12.2843,83.216,37.2491
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,12.6804,1.5851,10.567,33.2861,21.134
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,,2.1134,2.1134,7.3969,4.2268
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,34.076,34.079,14.2656,15.4544,40.4192,210.4177,145.0336
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1.443,1.445,,2.6417,1.0567,16.3787,4.2268
REGION SUR,REGION SUR,Sub. Puno,23 EMBID YUNGUYO,COMER Y BEBER,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,,0.7925,,7.9254,1.5851
REGION SUR,REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,12.009,12.021,16.9072,8.4536,7.397,62.3453,44.9099
REGION SUR,REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,899.601,899.617,822.6497,540.1115,1206.6319,2960.1117,3634.1628
REGION SUR,REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,45.392,45.382,25.3605,39.4489,35.3978,215.9142,168.1864
REGION SUR,REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VTA AL PASO + OTROS,HORIZONTAL,INCA-KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4.858,4.859,6.3403,4.7552,4.7553,23.7762,20.0779
REGION SUR,REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,33.733,33.726,49.665,72.9123,47.5515,248.8529,165.9019
REGION SUR,REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VTA AL PASO + OTROS,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,349.124,349.131,221.9094,219.1356,106.9923,1029.1043,760.8323
REGION SUR,REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VTA AL PASO + OTROS,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,448.408,448.398,328.6345,189.678,128.3893,817.3586,655.6828
REGION SUR,REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,6.065,6.067,12.6804,10.567,3.6985,34.8711,24.8325
REGION SUR,REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,607.528,607.527,596.7776,263.9136,414.099,1475.6977,1913.5717
REGION SUR,REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,17.048,17.043,39.6254,36.1029,45.2607,163.9604,115.7057
REGION SUR,REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VTA AL PASO + OTROS,HORIZONTAL,COCA-COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA-COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,,,6.6045,,,7.9254,
REGION SUR,REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,,,6.3402,2.1134,2.1134,3.1701,28.5311
REGION SUR,REGION SUR,Sub. Puno,15 EMBID AYAVIRI,VERTICAL,VERTICAL,INCA-KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA-KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,2315.151,2315.146,987.8928,2048.3024,803.6288,5185.5456,9850.0006
