Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION LIMA,LIMA 2,I6 ECOBESA CHINCHA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,12,15,26,16,13,46,56
REGION LIMA,LIMA 2,I6 ECOBESA CHINCHA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,208,205,358,219,405,948,1082
REGION LIMA,LIMA 2,I6 ECOBESA CHINCHA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,16,16,34,24,44,101,126
REGION LIMA,LIMA 2,I5 ECOBESA PISCO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,7,11,15,17,3,86,30
REGION LIMA,LIMA 2,I5 ECOBESA PISCO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,157,153,261,225,238,882,1009
REGION LIMA,LIMA 2,I5 ECOBESA PISCO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,30,30,68,30,36,145,189
REGION LIMA,LIMA 2,I3 ECOBESA ICA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,67,67,79,68,91,286,387
REGION LIMA,LIMA 2,I3 ECOBESA ICA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,323,323,359,342,670,1494,1826
REGION LIMA,LIMA 2,I3 ECOBESA ICA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,109,109,57,89,109,414,549
REGION LIMA,LIMA 2,79 PADEMAR CAnETE,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,53,53,43,52,69,414,398
REGION LIMA,LIMA 2,79 PADEMAR CAnETE,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,519,519,598,591,1087,2613,2718
REGION LIMA,LIMA 2,79 PADEMAR CAnETE,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,11,11,31,33,29,201,140
REGION LIMA,LIMA 2,78 MARTiNEZ VENTANILLA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,33,33,43,34,34,169,184
REGION LIMA,LIMA 2,78 MARTiNEZ VENTANILLA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,564,564,705,681,598,2847,2523
REGION LIMA,LIMA 2,78 MARTiNEZ VENTANILLA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1,1,35,16,2,69,51
REGION LIMA,LIMA 2,33 PACI VES,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,26,26,32,27,29,182,193
REGION LIMA,LIMA 2,33 PACI VES,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1064,1063,878,1004,1487,4116,4613
REGION LIMA,LIMA 2,33 PACI VES,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,34,34,50,20,24,133,135
REGION LIMA,LIMA 2,33 PACI CHO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,90,88,62,79,73,335,389
REGION LIMA,LIMA 2,33 PACI CHO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,2057,2061,1370,2184,2468,8758,9808
REGION LIMA,LIMA 2,33 PACI CHO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,100,100,104,206,69,830,395
REGION LIMA,LIMA 2,28 IMPERIOS HUARAL,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,13,10,9,16,41,96,169
REGION LIMA,LIMA 2,28 IMPERIOS HUARAL,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,311,314,327,408,489,1859,1708
REGION LIMA,LIMA 2,28 IMPERIOS HUARAL,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,26,26,51,22,18,139,136
REGION LIMA,LIMA 2,26 PADEMAR MALA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,56,55,31,30,67,291,388
REGION LIMA,LIMA 2,26 PADEMAR MALA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,191,191,349,248,445,1313,1544
REGION LIMA,LIMA 2,26 PADEMAR MALA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,9,9,7,8,4,30,24
REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,40,40,65,39,17,203,132
REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,613,613,802,695,822,2908,3033
REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,117,117,131,85,128,460,595
REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,25,25,27,44,40,210,176
REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,496,496,318,453,814,1966,2473
REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,64,64,33,73,66,297,338
REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,46,46,72,38,46,210,223
REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,693,692,669,700,920,3010,2940
REGION LIMA,LIMA 1,IA ECOBESA San Juan,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,17,17,12,23,17,80,86
REGION LIMA,LIMA 1,IA ECOBESA Chosica,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,61,60,45,56,56,405,548
REGION LIMA,LIMA 1,IA ECOBESA Chosica,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1139,1144,848,1115,1337,4637,4677
REGION LIMA,LIMA 1,IA ECOBESA Chosica,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,61,61,59,59,20,199,122
REGION LIMA,LIMA 1,IA ECOBESA Ate,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,60,60,68,69,49,328,228
REGION LIMA,LIMA 1,IA ECOBESA Ate,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1756,1752,1188,1720,2879,6727,8357
REGION LIMA,LIMA 1,IA ECOBESA Ate,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,18,18,30,19,41,105,110
REGION LIMA,LIMA 1,I9 ECOBESA Los Olivos,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,27,29,7,17,17,62,82
REGION LIMA,LIMA 1,I9 ECOBESA Los Olivos,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1158,1156,708,1216,1381,4734,5092
REGION LIMA,LIMA 1,I9 ECOBESA Los Olivos,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,37,37,66,34,52,142,174
REGION LIMA,LIMA 1,I9 ECOBESA COMAS,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,61,62,82,44,66,185,282
REGION LIMA,LIMA 1,I9 ECOBESA COMAS,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,483,481,580,528,643,2374,2198
REGION LIMA,LIMA 1,I9 ECOBESA COMAS,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,8,8,8,4,2,20,23
REGION LIMA,LIMA 1,I1 ECOBESA Duenas,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,81,81,50,111,72,479,377
REGION LIMA,LIMA 1,I1 ECOBESA Duenas,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1719,1721,1153,1730,2226,6864,8423
REGION LIMA,LIMA 1,I1 ECOBESA Duenas,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,42,42,32,66,21,207,143
REGION LIMA,LIMA 1,I1 ECOBESA Callao,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,70,70,25,63,37,218,213
REGION LIMA,LIMA 1,I1 ECOBESA Callao,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1202,1201,933,1265,1546,4979,5618
REGION LIMA,LIMA 1,I1 ECOBESA Callao,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,42,42,94,92,70,383,292
REGION LIMA,LIMA 1,33 PACI VES,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,1,0,6,0
REGION INSTYBID,INSTITUCIONES,INSTIT CORPORATIVO,INSTITUCIONES,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,225,225,258,206,356,788,1154
REGION MODERNO,AUTOSERVICIOS,SP SA,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,249,249,109,166,443,745,1646
REGION MODERNO,AUTOSERVICIOS,METRO,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,9,9,3,41,12,201,68
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,12,4,21,9,6,43,53
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1,1,57,65,0,207,10
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,98,106,176,112,104,464,455
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,7,6,24,13,12,55,52
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,8,8,17,15,15,91,58
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,82,67,0,295,0
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,150,150,212,183,180,812,637
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,8,8,15,9,8,44,39
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,5,5,5,0,3,10,12
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,11,18,0,92,0
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,120,120,198,157,43,569,390
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,5,5,7,4,0,13,18
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,2,2,1,1,3,4,8
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,21,0
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,36,36,32,66,64,226,186
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,7,7,0,10,10,37,44
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,16,16,7,26,19,94,76
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,52,86,1,304,5
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,133,133,58,173,238,713,738
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,12,12,2,8,22,49,73
REGION CENTRO ORIENTE,Sub. Selva Alta,H8 PLANTA PUCUSANA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,118,118
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,8,8,11,6,11,23,61
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,14,14,30,27,11,157,49
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,201,201,133,199,216,944,869
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,13,13,4,23,22,91,104
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,5,5,4,10,10,35,25
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,3,3,2,7,3,27,12
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,84,84,60,85,97,357,340
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,6,6,10,7,11,25,30
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,37,37,20,22,26,106,94
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,11,11,48,48,0,305,21
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,298,298,230,309,271,1056,877
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,16,16,42,33,37,115,89
REGION CENTRO ORIENTE,Sub. Nor Oriente,E5 SANTA MoNICA MOYOBAMBA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,3,3,5,2,2,16,12
REGION CENTRO ORIENTE,Sub. Nor Oriente,E5 SANTA MoNICA MOYOBAMBA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0,0,43,0,0,0,1
REGION CENTRO ORIENTE,Sub. Nor Oriente,E5 SANTA MoNICA MOYOBAMBA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,76,76,122,68,97,309,336
REGION CENTRO ORIENTE,Sub. Nor Oriente,E5 SANTA MoNICA MOYOBAMBA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1,1,13,1,13,15,38
