Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,403,212,0,1114,152
REGION MODERNO,CUENTAS CLAVES,ROKY'S,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,238,262,0,1400,1064
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,86,59,0,228,220
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,650,407,-1,1968,946
REGION MODERNO,CUENTAS CLAVES,POPEYES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,3,0,3,10
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,195,200,0,880,292
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,27,52,-6,235,114
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,70,90,0,357,217
REGION MODERNO,CUENTAS CLAVES,PAPA JOHNS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,357,0,357,831
REGION MODERNO,CUENTAS CLAVES,OTROS OP2,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,24,21,0,103,60
REGION MODERNO,CUENTAS CLAVES,OTROS OP1,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,0,0,0,33
REGION MODERNO,CUENTAS CLAVES,OTROS IYN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,6,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,10,29,0,119,100
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,655,704,16,2942,1469
REGION MODERNO,CUENTAS CLAVES,LONG HORN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,5,0,11,8
REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,10,0,32,11
REGION MODERNO,CUENTAS CLAVES,KFC,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,82,144,0,482,119
REGION MODERNO,CUENTAS CLAVES,INDELFI,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,46,89,-1,268,146
REGION MODERNO,CUENTAS CLAVES,DON BELISARIO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,0,0,0,16
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,0,0,0,6
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,10,14,0,38,21
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,0,0,40,0
REGION MODERNO,CUENTAS CLAVES,BOTICAS FASA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,8,5,0,11,0
REGION MODERNO,CUENTAS CLAVES,BEMBOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,6,0,6,0
REGION MODERNO,AUTOSERVICIOS,WONG,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,180,200,0,894,351
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1064,325,-24,2909,943
REGION MODERNO,AUTOSERVICIOS,SP SA,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,1926,507,0,5639,962
REGION MODERNO,AUTOSERVICIOS,METRO,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,2990,1950,-18,8386,1929
REGION MODERNO,AUTOSERVICIOS,MAYORSA S A,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,293,64,-5,370,269
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,4896,2422,0,14253,5629
REGION MODERNO,CUENTAS CLAVES,TIO MARIO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,25,25,63,24,35,143,203
REGION MODERNO,CUENTAS CLAVES,TAMBO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,21328,21328,8031,12717,18041,40306,65056
REGION MODERNO,CUENTAS CLAVES,TACA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2048,2048,1740,1956,1473,8715,7975
REGION MODERNO,CUENTAS CLAVES,SURGOURMET,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1,1,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,SODEXO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,39,39,38,30,55,159,184
REGION MODERNO,CUENTAS CLAVES,SAN FERNANDO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,86,86,78,118,100,557,439
REGION MODERNO,CUENTAS CLAVES,RUSTICA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,571,571,571,560,697,2498,2371
REGION MODERNO,CUENTAS CLAVES,ROKY'S,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,6744,6744,3547,2156,7193,8501,30295
REGION MODERNO,CUENTAS CLAVES,REPSOL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1449,1449,2188,1603,1450,6678,5844
REGION MODERNO,CUENTAS CLAVES,PRIMAX,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2541,2541,1713,1540,2610,6613,9680
REGION MODERNO,CUENTAS CLAVES,POPEYES,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,186,186,0,70,327,70,1021
REGION MODERNO,CUENTAS CLAVES,POLLOS TITOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,516,516,412,428,444,2065,1859
REGION MODERNO,CUENTAS CLAVES,POLLOS BEGUI,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,350,350,403,380,349,1482,1435
REGION MODERNO,CUENTAS CLAVES,PLANET CHICKEN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,82,82,3,67,81,357,366
REGION MODERNO,CUENTAS CLAVES,PIZZA HUT,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2816,2816,3782,4164,1986,15791,8251
REGION MODERNO,CUENTAS CLAVES,PETROPERU,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,69,69,97,92,100,477,502
REGION MODERNO,CUENTAS CLAVES,PECSA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,625,625,535,514,518,2335,2373
REGION MODERNO,CUENTAS CLAVES,PARDOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1041,1041,888,867,1092,3379,4231
REGION MODERNO,CUENTAS CLAVES,PAPA JOHNS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3402,3402,0,2853,3265,2853,13085
REGION MODERNO,CUENTAS CLAVES,PAPACHOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,10,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,PANDA Y MR.SUSHI,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,25,25,24,17,17,59,65
REGION MODERNO,CUENTAS CLAVES,OXXO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,930,930,13,14,705,46,1940
REGION MODERNO,CUENTAS CLAVES,OTROS OP4,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,665,665,544,672,840,2611,2782
REGION MODERNO,CUENTAS CLAVES,OTROS OP3,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,55,55,178,76,51,461,212
REGION MODERNO,CUENTAS CLAVES,OTROS OP2,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,245,245,235,144,198,954,904
REGION MODERNO,CUENTAS CLAVES,OTROS IYN 3,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,228,228,116,146,328,558,1195
REGION MODERNO,CUENTAS CLAVES,OTROS IYN 2,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,416,416,422,236,452,1322,2939
REGION MODERNO,CUENTAS CLAVES,OTROS IYN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1235,1235,878,984,1268,3430,4413
REGION MODERNO,CUENTAS CLAVES,OTROS CS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,495,495,336,463,489,2083,2016
REGION MODERNO,CUENTAS CLAVES,OTROS AYM,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,911,911,1668,1134,1059,6030,4657
REGION MODERNO,CUENTAS CLAVES,NORKYS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,9259,9259,10064,10086,11932,39368,43199
REGION MODERNO,CUENTAS CLAVES,NEWREST,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,102,102,8,238,98,620,541
REGION MODERNO,CUENTAS CLAVES,MIAMI CHICKEN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,387,387,147,290,314,1163,1610
REGION MODERNO,CUENTAS CLAVES,MEDITERRANEO CHICKEN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,104,104,67,132,219,518,740
REGION MODERNO,CUENTAS CLAVES,MC DONALD'S,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,215,215,0,33,507,244,1530
REGION MODERNO,CUENTAS CLAVES,LEnAYCARBON,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,632,476,0,1934,0
REGION MODERNO,CUENTAS CLAVES,LATAM,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1919,1919,1281,2154,2926,8501,11712
REGION MODERNO,CUENTAS CLAVES,LAS CANASTAS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,126,126,288,271,228,1057,742
REGION MODERNO,CUENTAS CLAVES,LA ROMANA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,241,241,260,296,273,1064,1065
REGION MODERNO,CUENTAS CLAVES,LA PANKA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,26,26,25,11,22,25,108
REGION MODERNO,CUENTAS CLAVES,LA LEnA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,864,864,978,880,1059,3619,3582
REGION MODERNO,CUENTAS CLAVES,KI MARKET,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,12,12,10,14,13,54,49
REGION MODERNO,CUENTAS CLAVES,KFC,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3561,3561,3189,3601,3159,14117,12377
REGION MODERNO,CUENTAS CLAVES,KA CORPORATIVO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,INDELFI,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,92,92,51,70,136,271,469
REGION MODERNO,CUENTAS CLAVES,HIKARI,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,94,94,76,52,78,223,480
REGION MODERNO,CUENTAS CLAVES,GRUPO KONG,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2279,2279,2232,2059,2901,8758,10352
REGION MODERNO,CUENTAS CLAVES,GAZEL,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,84,84,70,128,52,670,304
REGION MODERNO,CUENTAS CLAVES,GATE,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,12,12,84,32,29,163,79
REGION MODERNO,CUENTAS CLAVES,ENERGIGAS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,64,64,46,60,55,222,249
REGION MODERNO,CUENTAS CLAVES,EMBARCADERO 41,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,4,4,0,0,3,0,16
REGION MODERNO,CUENTAS CLAVES,EL CORRALITO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2481,2481,2227,2145,2865,8661,11987
REGION MODERNO,CUENTAS CLAVES,DONDE WALTER,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,70,70,119,135,146,445,466
REGION MODERNO,CUENTAS CLAVES,DON BUFFET,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,50,50,54,70,54,198,220
REGION MODERNO,CUENTAS CLAVES,DON BELISARIO,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,83,83,0,108,68,108,288
REGION MODERNO,CUENTAS CLAVES,DOMINOS,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1034,1034,260,753,1016,2885,4418
REGION MODERNO,CUENTAS CLAVES,CLUB DE REGATAS LIMA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,11,11,21,0,38,54,82
REGION MODERNO,CUENTAS CLAVES,CHINA WOK,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,66,66,0,103,44,103,198
REGION MODERNO,CUENTAS CLAVES,CHILI'S,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,16,0,0,0,0
REGION MODERNO,CUENTAS CLAVES,CHIFA WA LOC,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,18,18,17,16,22,84,90
REGION MODERNO,CUENTAS CLAVES,CASINO FIESTA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,16,0,16,0
REGION MODERNO,CUENTAS CLAVES,CASA ANDINA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,6,6,6,10,0,25,6
REGION MODERNO,CUENTAS CLAVES,CANDY MARKET,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,93,93,103,116,68,399,382
REGION MODERNO,CUENTAS CLAVES,CALA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,0,0,0,24,6
REGION MODERNO,CUENTAS CLAVES,BURGER KING,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,173,173,160,165,146,628,640
REGION MODERNO,CUENTAS CLAVES,BOTICAS FASA,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0,0,6,1,0,3,0
